epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.4997,2.0327,4.02458,1.80105,0.00453,0.2572,0.01934,0.00987,1.55299,3.85533,1.84144,7.777e-05,7.777e-05,7.777e-05
2,20.1408,1.73637,3.55838,1.61211,0.00754,0.48504,0.1749,0.08916,1.36627,3.70983,1.59311,0.000165,0.000165,0.000165
3,23.3302,1.69201,2.68614,1.49674,0.00935,0.55876,0.19034,0.1069,1.34224,3.51327,1.49798,0.000250471,0.000250471,0.000250471
4,26.4805,1.67406,2.33748,1.46338,1,0.02939,0.32373,0.19847,1.31462,3.31965,1.4551,0.000334181,0.000334181,0.000334181
5,29.7172,1.61681,2.00769,1.42619,1,0.03763,0.37376,0.22459,1.38416,3.30914,1.50462,0.000416132,0.000416132,0.000416132
6,32.9138,1.62485,1.87913,1.40665,0.93782,0.1343,0.40034,0.22984,1.36785,3.18482,1.50281,0.000496323,0.000496323,0.000496323
7,36.0215,1.55478,1.61528,1.35553,0.88683,0.16075,0.44779,0.23594,1.45567,3.1054,1.64635,0.000574754,0.000574754,0.000574754
8,39.1678,1.55583,1.57642,1.40284,0.7828,0.34758,0.54195,0.30333,1.4569,2.72395,1.57199,0.000651425,0.000651425,0.000651425
9,42.2644,1.50583,1.48053,1.3525,0.72762,0.39742,0.61501,0.31153,1.51327,2.50848,1.58859,0.000726336,0.000726336,0.000726336
10,45.3192,1.5271,1.50109,1.36341,0.73906,0.33059,0.58041,0.32314,1.5873,2.65654,1.69374,0.000799488,0.000799488,0.000799488
11,48.4017,1.51573,1.50612,1.39461,0.64353,0.37316,0.52843,0.26005,1.59524,2.65603,1.76353,0.00087088,0.00087088,0.00087088
12,51.5117,1.4833,1.4431,1.34469,0.65386,0.53136,0.68525,0.36527,1.56148,2.09617,1.67609,0.000940511,0.000940511,0.000940511
13,54.6883,1.48132,1.39231,1.32244,0.6002,0.62927,0.70982,0.36351,1.5459,1.84854,1.64481,0.000979013,0.000979013,0.000979013
14,57.9312,1.4917,1.3751,1.31722,0.7409,0.52352,0.69816,0.37866,1.49011,1.8784,1.61305,0.000968014,0.000968014,0.000968014
15,61.0265,1.50116,1.32928,1.31753,0.67678,0.63762,0.65209,0.36298,1.5823,2.05963,1.70011,0.000957015,0.000957015,0.000957015
16,64.0622,1.46667,1.27508,1.3167,0.49375,0.75488,0.68663,0.35885,1.59769,2.28076,1.70281,0.000946016,0.000946016,0.000946016
17,67.1912,1.47105,1.29899,1.32089,0.66113,0.64836,0.73105,0.40513,1.54675,1.91122,1.68112,0.000935018,0.000935018,0.000935018
18,70.3487,1.42527,1.22905,1.29276,0.61387,0.64297,0.74639,0.394,1.62207,1.79105,1.74291,0.000924019,0.000924019,0.000924019
19,73.4522,1.37018,1.18226,1.29687,0.7777,0.67849,0.76897,0.41532,1.56721,1.70591,1.67034,0.00091302,0.00091302,0.00091302
20,76.5328,1.3838,1.16595,1.27734,0.64667,0.70735,0.75858,0.39527,1.64528,1.81627,1.72067,0.000902021,0.000902021,0.000902021
21,79.6394,1.40754,1.15427,1.28187,0.69665,0.69448,0.76181,0.37322,1.62093,1.9373,1.73287,0.000891022,0.000891022,0.000891022
22,82.7781,1.3394,1.13765,1.25601,0.67033,0.69408,0.73372,0.37265,1.59147,1.88791,1.7102,0.000880023,0.000880023,0.000880023
23,86.0646,1.38227,1.16072,1.27457,0.73228,0.65745,0.71564,0.38204,1.62207,1.88341,1.75523,0.000869024,0.000869024,0.000869024
24,89.1959,1.31745,1.1001,1.24123,0.78107,0.56857,0.71691,0.38751,1.63023,1.92776,1.79257,0.000858025,0.000858025,0.000858025
25,92.3899,1.36915,1.11359,1.2609,0.73936,0.6618,0.72822,0.36944,1.64537,1.95295,1.80868,0.000847026,0.000847026,0.000847026
26,95.5453,1.31374,1.11479,1.29752,0.77164,0.68837,0.74383,0.39153,1.60535,1.87026,1.75199,0.000836027,0.000836027,0.000836027
27,98.625,1.3304,1.06632,1.22736,0.69348,0.70479,0.72801,0.39346,1.59271,1.65764,1.70988,0.000825029,0.000825029,0.000825029
28,101.696,1.28839,1.10581,1.26427,0.89984,0.67245,0.7812,0.40786,1.60181,1.53757,1.74034,0.00081403,0.00081403,0.00081403
29,104.81,1.2903,1.01067,1.21534,0.93639,0.67043,0.77087,0.42927,1.52523,1.48749,1.70277,0.000803031,0.000803031,0.000803031
30,107.965,1.27066,0.97928,1.21307,0.92147,0.67298,0.79771,0.45812,1.4956,1.5039,1.66123,0.000792032,0.000792032,0.000792032
31,111.084,1.27014,1.00702,1.21028,0.74363,0.73683,0.80128,0.43897,1.58088,1.52763,1.6878,0.000781033,0.000781033,0.000781033
32,114.295,1.26903,0.97893,1.17927,0.87647,0.668,0.80689,0.46501,1.52586,1.47123,1.65447,0.000770034,0.000770034,0.000770034
33,117.422,1.26253,0.99087,1.21819,0.7247,0.79492,0.78112,0.44715,1.55562,1.30919,1.64913,0.000759035,0.000759035,0.000759035
34,120.506,1.22233,0.93783,1.19118,0.73257,0.78364,0.77927,0.44612,1.62037,1.3258,1.69558,0.000748036,0.000748036,0.000748036
35,123.625,1.26394,0.9876,1.22076,0.77059,0.7402,0.79454,0.45411,1.54865,1.36508,1.65128,0.000737037,0.000737037,0.000737037
36,126.763,1.22497,0.95191,1.19698,0.73083,0.71675,0.8004,0.47547,1.52626,1.4356,1.67027,0.000726038,0.000726038,0.000726038
37,129.844,1.22172,0.94871,1.17332,0.78548,0.66629,0.79796,0.4747,1.55073,1.39123,1.71525,0.00071504,0.00071504,0.00071504
38,133.089,1.16804,0.9434,1.1586,0.74368,0.73121,0.79107,0.4564,1.54861,1.29599,1.68335,0.000704041,0.000704041,0.000704041
39,136.151,1.17546,0.9138,1.17473,0.75247,0.72094,0.78217,0.46827,1.50828,1.4067,1.60058,0.000693042,0.000693042,0.000693042
40,139.231,1.17841,0.9105,1.1724,0.7987,0.73428,0.76927,0.45267,1.53907,1.43183,1.6121,0.000682043,0.000682043,0.000682043
41,142.385,1.17594,0.90705,1.17897,0.79533,0.76182,0.79598,0.46526,1.52554,1.43444,1.61889,0.000671044,0.000671044,0.000671044
42,145.481,1.19688,0.92254,1.15597,0.80047,0.73222,0.78326,0.43884,1.57471,1.5264,1.70335,0.000660045,0.000660045,0.000660045
43,148.588,1.14986,0.88642,1.16804,0.80989,0.71551,0.76164,0.43597,1.5846,1.6242,1.72193,0.000649046,0.000649046,0.000649046
44,151.728,1.14187,0.87822,1.15425,0.81496,0.72127,0.7711,0.45042,1.59797,1.4876,1.69238,0.000638047,0.000638047,0.000638047
45,154.918,1.15358,0.84569,1.1623,0.79475,0.76814,0.78105,0.46378,1.57039,1.29035,1.65109,0.000627048,0.000627048,0.000627048
46,158.186,1.12279,0.86093,1.16858,0.8009,0.80226,0.79315,0.47306,1.57829,1.2807,1.64899,0.000616049,0.000616049,0.000616049
47,161.45,1.11797,0.82257,1.13265,0.82455,0.78774,0.80432,0.48345,1.53004,1.28083,1.61439,0.000605051,0.000605051,0.000605051
48,164.604,1.12017,0.81678,1.12435,0.82776,0.74542,0.78476,0.47059,1.54462,1.31627,1.6281,0.000594052,0.000594052,0.000594052
49,167.783,1.13369,0.84113,1.13153,0.79633,0.75258,0.78091,0.46778,1.51091,1.34918,1.60496,0.000583053,0.000583053,0.000583053
50,170.962,1.08911,0.82062,1.12158,0.83263,0.70848,0.7811,0.47606,1.51038,1.32521,1.59468,0.000572054,0.000572054,0.000572054
51,174.209,1.09021,0.78538,1.11991,0.85338,0.70198,0.78312,0.46162,1.52394,1.32985,1.61136,0.000561055,0.000561055,0.000561055
52,177.435,1.09148,0.7978,1.1057,0.8386,0.71252,0.79242,0.48037,1.53107,1.34002,1.6088,0.000550056,0.000550056,0.000550056
53,180.815,1.06477,0.81131,1.11928,0.83905,0.71578,0.80332,0.48055,1.52999,1.33996,1.62083,0.000539057,0.000539057,0.000539057
54,183.957,1.04356,0.79573,1.09941,0.75716,0.76454,0.79339,0.47836,1.54015,1.28818,1.63685,0.000528058,0.000528058,0.000528058
55,187.083,1.03889,0.76976,1.0973,0.76823,0.75397,0.78936,0.47324,1.51313,1.25302,1.62394,0.000517059,0.000517059,0.000517059
56,190.202,1.04809,0.76642,1.09632,0.75411,0.78095,0.79683,0.47749,1.4973,1.26065,1.57979,0.00050606,0.00050606,0.00050606
57,193.432,1.04631,0.74002,1.08294,0.76561,0.76803,0.78367,0.46326,1.53804,1.3105,1.64456,0.000495062,0.000495062,0.000495062
58,196.52,1.02814,0.73467,1.08477,0.83137,0.74073,0.78775,0.46202,1.55932,1.35098,1.66666,0.000484063,0.000484063,0.000484063
59,199.609,1.04491,0.74508,1.10524,0.83835,0.71166,0.77739,0.45144,1.57146,1.36424,1.66453,0.000473064,0.000473064,0.000473064
60,202.843,1.00747,0.73287,1.0795,0.7803,0.74303,0.78048,0.44988,1.52995,1.3554,1.63425,0.000462065,0.000462065,0.000462065
61,205.997,1.01816,0.74487,1.10739,0.8043,0.72396,0.78767,0.45828,1.5481,1.34586,1.63982,0.000451066,0.000451066,0.000451066
62,209.116,1.01083,0.74702,1.08208,0.79831,0.74244,0.78816,0.45711,1.52756,1.32204,1.62841,0.000440067,0.000440067,0.000440067
63,212.278,0.99345,0.75106,1.07229,0.7872,0.77223,0.79455,0.4637,1.50623,1.29931,1.62928,0.000429068,0.000429068,0.000429068
64,215.387,1.02039,0.71771,1.08663,0.85777,0.74384,0.81571,0.48193,1.52596,1.31177,1.64285,0.000418069,0.000418069,0.000418069
65,218.5,1.01246,0.72441,1.07074,0.84701,0.75781,0.81362,0.46015,1.52764,1.31347,1.64003,0.00040707,0.00040707,0.00040707
66,221.642,0.96851,0.70783,1.07066,0.78486,0.7876,0.80574,0.46144,1.50582,1.31071,1.63996,0.000396071,0.000396071,0.000396071
67,224.795,0.96557,0.70014,1.05367,0.77457,0.78548,0.80005,0.46695,1.50298,1.33551,1.64103,0.000385073,0.000385073,0.000385073
68,227.913,1.00262,0.70253,1.04575,0.82294,0.70905,0.78761,0.45074,1.50665,1.34126,1.65756,0.000374074,0.000374074,0.000374074
69,231.076,0.9841,0.70935,1.07184,0.79402,0.75168,0.78437,0.44892,1.53358,1.34002,1.68157,0.000363075,0.000363075,0.000363075
70,234.273,0.94844,0.69711,1.05191,0.78618,0.77604,0.80223,0.45161,1.52929,1.28061,1.67895,0.000352076,0.000352076,0.000352076
71,237.435,0.98635,0.67808,1.07859,0.74795,0.78773,0.80976,0.45346,1.55945,1.2447,1.70575,0.000341077,0.000341077,0.000341077
72,240.649,0.96192,0.7057,1.09197,0.91926,0.73233,0.82593,0.47802,1.56337,1.22016,1.70264,0.000330078,0.000330078,0.000330078
73,244.032,0.95135,0.67249,1.06276,0.90882,0.73446,0.83402,0.48635,1.55213,1.19155,1.6872,0.000319079,0.000319079,0.000319079
74,247.126,0.96754,0.69926,1.06741,0.82213,0.77027,0.84054,0.4878,1.54565,1.15936,1.70117,0.00030808,0.00030808,0.00030808
75,250.241,0.94992,0.66372,1.05012,0.77436,0.76638,0.84316,0.48592,1.53727,1.16319,1.6897,0.000297081,0.000297081,0.000297081
76,253.404,0.92815,0.67975,1.0465,0.9013,0.68173,0.84181,0.49711,1.52785,1.19126,1.67854,0.000286083,0.000286083,0.000286083
77,256.506,0.94707,0.67922,1.04778,0.90063,0.72459,0.83509,0.49194,1.52639,1.21725,1.68602,0.000275084,0.000275084,0.000275084
78,259.697,0.91209,0.64687,1.03288,0.90174,0.72295,0.83908,0.49901,1.52031,1.23356,1.67975,0.000264085,0.000264085,0.000264085
79,262.851,0.90997,0.66443,1.03492,0.90967,0.71333,0.82837,0.47967,1.55563,1.26141,1.70006,0.000253086,0.000253086,0.000253086
80,265.918,0.93484,0.67146,1.04788,0.81864,0.75033,0.82148,0.47716,1.57101,1.28468,1.70927,0.000242087,0.000242087,0.000242087
81,269.109,0.91708,0.67339,1.06067,0.89929,0.73808,0.83633,0.48128,1.54912,1.24806,1.67384,0.000231088,0.000231088,0.000231088
82,272.137,0.88836,0.65566,1.05762,0.81996,0.76056,0.83421,0.48546,1.56211,1.19164,1.67535,0.000220089,0.000220089,0.000220089
83,275.324,0.89802,0.64705,1.02834,0.85642,0.75672,0.83095,0.48664,1.56702,1.16221,1.67922,0.00020909,0.00020909,0.00020909
84,278.472,0.88172,0.64927,1.03711,0.83079,0.81049,0.84016,0.50496,1.53729,1.13868,1.65997,0.000198091,0.000198091,0.000198091
85,281.669,0.9062,0.6378,1.02963,0.84176,0.80885,0.82988,0.4953,1.52101,1.13929,1.65893,0.000187092,0.000187092,0.000187092
86,284.755,0.87775,0.62603,1.01729,0.85559,0.80867,0.82474,0.49582,1.51423,1.13948,1.65162,0.000176094,0.000176094,0.000176094
87,287.795,0.84563,0.60179,1.01132,0.8423,0.8106,0.81593,0.4938,1.52414,1.16444,1.65619,0.000165095,0.000165095,0.000165095
88,290.914,0.84474,0.61402,0.9985,0.83364,0.79048,0.81323,0.48888,1.53035,1.18081,1.66466,0.000154096,0.000154096,0.000154096
89,294.026,0.84462,0.6125,1.00796,0.83828,0.79135,0.8209,0.48857,1.53664,1.1873,1.66702,0.000143097,0.000143097,0.000143097
90,297.261,0.86493,0.60934,1.00001,0.79743,0.79068,0.82761,0.49247,1.54696,1.20011,1.66853,0.000132098,0.000132098,0.000132098
91,312.948,0.86575,0.66187,1.01537,0.8476,0.73344,0.83209,0.49006,1.56348,1.22041,1.67843,0.000121099,0.000121099,0.000121099
92,316.029,0.82017,0.63586,1.00371,0.91154,0.70619,0.83471,0.4813,1.57983,1.25022,1.69701,0.0001101,0.0001101,0.0001101
93,319.05,0.84576,0.63938,1.00637,0.89189,0.72914,0.83426,0.47977,1.56693,1.28012,1.69068,9.91012e-05,9.91012e-05,9.91012e-05
94,322.094,0.87916,0.65213,1.02718,0.91969,0.68782,0.83119,0.48572,1.54553,1.28373,1.67608,8.81023e-05,8.81023e-05,8.81023e-05
95,325.418,0.79281,0.63212,1.01138,0.85328,0.72837,0.82954,0.48388,1.53962,1.26726,1.66974,7.71034e-05,7.71034e-05,7.71034e-05
96,329.13,0.79526,0.61704,1.01273,0.8626,0.73228,0.83765,0.50074,1.52025,1.21831,1.65136,6.61045e-05,6.61045e-05,6.61045e-05
97,332.029,0.76489,0.60079,0.98752,0.83368,0.77582,0.84919,0.503,1.518,1.18772,1.64298,5.51056e-05,5.51056e-05,5.51056e-05
98,334.68,0.78622,0.59482,0.96268,0.83091,0.79432,0.84503,0.50244,1.51758,1.17807,1.64092,4.41067e-05,4.41067e-05,4.41067e-05
99,337.326,0.75708,0.60216,0.99044,0.83413,0.79432,0.84289,0.49941,1.51501,1.1739,1.63956,3.31078e-05,3.31078e-05,3.31078e-05
100,339.957,0.76208,0.59341,0.99933,0.82919,0.79232,0.84247,0.5007,1.51319,1.17593,1.63603,2.21089e-05,2.21089e-05,2.21089e-05
